LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_7431,45,45,27,1,0,0,0,1,27,0,27,40.93185678,163.2841247,132.9048737,0,2.124396584,3.766231598,0.495741343,2.428550284,1.04416119,33.11678357,56.74400787,41.30095584,0.721342364,1.515994696,0.713611906,1.062687516
Track_7432,46,46,30,0,0,0,0,0,29,0,29,27.13541533,144.4434515,142.3585718,0,1.85410072,2.894091073,0.548482285,1.793952383,0.739682808,32.2330938,53.76892088,27.13541533,0.504667285,0.935703977,0.504667285,1.678825295
Track_7433,47,47,10,0,0,0,0,0,9,0,9,13.60079955,128.0875306,138.1570042,0,2.53676799,3.582140612,1.175005605,2.707479959,0.973829491,34.07704363,22.83091191,14.71809923,0.59571863,1.51119995,0.59571863,1.399398939
Track_7436,50,50,9,0,0,0,0,0,8,0,8,12.07952327,300.2261165,153.266486,0,3.16578819,3.936497314,1.421979601,3.589115646,0.85321329,26.76436181,25.32630552,13.26044575,0.476955601,1.509940409,0.476955601,1.435255301
Track_7444,58,58,23,1,0,0,0,1,23,1,24,26.1449863,63.31673895,147.4565541,0,1.834145017,4.406535762,0.425485485,2.01770338,1.218902335,37.710998,42.83829227,26.59033066,0.610318127,1.136738535,0.619764808,1.671753764
Track_7446,60,60,22,0,0,0,0,0,21,0,21,18.70663395,34.33212167,149.461745,0,2.234394629,4.466005522,0.443046285,2.197352702,1.169832382,33.62912074,46.92228722,20.01656323,0.398672679,0.890792093,0.398672679,1.295736532
Track_7447,61,61,10,2,0,0,0,1,11,0,11,24.36887432,265.5886607,154.4859975,0,3.181945458,4.813508967,1.03283065,3.455337076,1.204162486,24.60386672,35.70173443,24.36887432,0.68256836,2.215352211,0.696225702,1.182202289
Track_7450,64,64,10,2,0,0,0,1,11,0,11,21.19111996,403.8174905,147.2900638,0,2.485958737,4.391396773,1.041050179,2.032121624,1.143646434,15.60215154,26.41081042,21.19111996,0.802365381,1.926465451,0.774938627,0.702339198
Track_7451,65,65,63,0,0,0,0,0,62,0,62,72.2172019,325.5869763,145.1286607,0,1.951470872,6.278428261,0.239103374,1.71639947,1.129484242,42.34404005,120.991194,72.2172019,0.596879818,1.164793579,0.596879818,1.296463739
Track_7457,71,71,26,1,0,0,0,1,26,1,27,26.07153419,301.8229727,159.920549,0,2.556539974,8.411205327,0.469126699,2.11615354,1.709801182,30.39415948,66.02965289,26.07153419,0.394845847,1.002751315,0.39222986,1.473888566
