LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
ID118242_ID118845,372,118242,118845,2.888715094,0.456832878,0.339924409,1.699622044,127.5,285.5910848,38.26152322,0,
ID119994_ID122040,372,119994,122040,3.743991272,4.82E-04,0.386987921,1.934939604,152.5,281.0717546,38.69247115,0,
ID118547_ID119147,372,118547,119147,0.510022837,0.029755524,0.142831766,0.714158832,137.5,284.2379754,37.20195977,0,
ID117294_ID117928,372,117294,117928,11.47118033,0.290089565,0.677382619,3.386913097,112.5,284.6172302,37.52531741,0,
ID116661_ID115737,372,116661,115737,0.436596372,0.572552702,0.132150879,0.660754396,102.5,283.6348828,35.55202828,0,
ID117614_ID118242,372,117614,118242,0.032078213,0.057253463,0.035820784,0.179103918,122.5,284.8592657,37.95323952,0,
ID116971_ID115109,372,116971,115109,6.238416713,NaN,0.499536454,2.497682268,77.5,279.4426157,34.99497201,0,
ID115109_ID115434,372,115109,115434,22.44757341,0.019075863,0.473788702,4.737887019,85,283.0026589,35.54916531,0,
ID122040_ID119728,372,122040,119728,2.669756714,0.20782567,0.163393902,1.633939018,160,280.1786495,38.88638443,0,
ID115737_ID117294,372,115737,117294,0.391095117,0.211365628,0.125075196,0.62537598,107.5,284.108712,35.84183134,0,
ID115434_ID114799,372,115434,114799,0.533725088,0.442597323,0.146112982,0.73056491,92.5,285.037007,36.30426005,0,
ID119147_ID119440,372,119147,119440,3.375876192,0.045305231,0.367471152,1.837355761,142.5,283.1691558,36.5175477,0,
ID118845_ID118547,372,118845,118547,4.864220384,0.608318234,0.441099553,2.205497763,132.5,285.42332,38.04892906,0,
ID117928_ID117614,372,117928,117614,1.366237132,0.593744006,0.233772294,1.168861468,117.5,284.8463418,38.62393013,0,
ID115742_ID117297,373,115742,117297,12.0705158,0.346712904,0.694852957,3.474264786,107.5,339.8499644,38.19312511,0,
ID124323_ID123933,373,124323,123933,1.361853646,0.277535051,0.116698485,1.166984853,235,335.1520694,25.92197208,0,
ID123296_ID124323,373,123296,124323,1.650813235,0.496346256,0.256967954,1.28483977,227.5,335.1213311,26.15054938,0,
ID122816_ID123056,373,122816,123056,9.555579197,0.003532915,0.618241998,3.091209989,212.5,336.2054287,24.90679051,0,
ID123520_ID123296,373,123520,123296,0.371422465,0.001639747,0.121888878,0.60944439,222.5,335.5602511,26.21036402,0,
ID120679_ID121000,373,120679,121000,3.124698663,0.503014682,0.353536344,1.76768172,177.5,340.0307013,27.30501948,0,
ID123933_ID123743,373,123933,123743,18.65667049,0.128272225,0.863867362,4.319336811,242.5,337.1554448,27.65707727,0,
ID121547_ID120679,373,121547,120679,3.297051605,0.261612589,0.363155702,1.815778512,172.5,340.0808522,27.85535471,0,
ID120495_ID120249,373,120495,120249,0.584032264,0.322280159,0.152844007,0.764220036,187.5,339.7148114,26.54157375,0,
ID117610_ID118231,373,117610,118231,7.185427068,0.245998819,0.536112938,2.680564692,122.5,337.1347305,32.51709236,0,
ID122316_ID121793,373,122316,121793,0.337361875,0.268138133,0.116165722,0.58082861,197.5,341.711939,26.28053775,0,
ID121000_ID120495,373,121000,120495,0.548611172,0.523189711,0.148136582,0.740682909,182.5,339.5098543,27.02080713,0,
ID119982_ID122028,373,119982,122028,13.33967021,0.045488196,0.730470265,3.652351326,152.5,338.17823,26.86798776,0,
ID122567_ID122816,373,122567,122816,18.78652728,0.34278794,0.866868555,4.334342773,207.5,339.4868091,26.64351344,0,
ID119718_ID121547,373,119718,121547,9.545305002,0.620081002,0.61790954,3.089547702,167.5,338.256675,27.07338544,0,
ID118231_ID118830,373,118231,118830,17.01577088,0.067370049,0.825003537,4.125017683,127.5,335.4330576,29.62355004,0,
ID122028_ID121264,373,122028,121264,2.647048144,0.570376186,0.32539503,1.626975152,157.5,339.2499555,26.89555842,0,
ID121264_ID119718,373,121264,119718,3.516933868,0.26076457,0.3750698,1.875348999,162.5,337.890545,26.58658432,0,
ID117297_ID117921,373,117297,117921,6.995231728,0.022826327,0.528970008,2.644850039,112.5,339.8353213,35.1384916,0,
ID114803_ID116664,373,114803,116664,1.14108889,NaN,0.213643525,1.068217623,97.5,342.7130404,39.52078688,0,
ID119139_ID119429,373,119139,119429,0.033929229,0.574526347,0.036839777,0.184198884,142.5,332.6046133,28.82961085,0,
ID118541_ID119139,373,118541,119139,4.746564327,0.431057253,0.435732226,2.178661132,137.5,333.5912731,28.99749852,0,
ID118830_ID118541,373,118830,118541,1.705716582,0.573822764,0.26120617,1.30603085,132.5,334.4112094,28.60282621,0,
ID123056_ID123520,373,123056,123520,3.368957514,0.479131692,0.367094403,1.835472014,217.5,335.1452765,25.06050257,0,
ID117921_ID117610,373,117921,117610,5.520026141,0.323425846,0.469894718,2.349473588,117.5,338.7400127,33.80237466,0,
ID116664_ID115742,373,116664,115742,10.80874739,0.552167546,0.65753319,3.287665949,102.5,341.5492479,39.57398113,0,
ID120249_ID122316,373,120249,122316,4.234443043,0.373434392,0.411555247,2.057776237,192.5,340.5960331,26.09612512,0,
ID121793_ID122567,373,121793,122567,1.410022274,0.13400059,0.237488718,1.187443588,202.5,341.5988788,27.11382293,0,
ID119429_ID119982,373,119429,119982,16.41303302,0.1764369,0.810260033,4.051300164,147.5,334.5364719,28.04426406,0,
ID122574_ID122824,374,122574,122824,1.070349946,0.429622174,0.206915436,1.034577182,207.5,233.5452427,41.53703647,0,
ID115739_ID117296,374,115739,117296,3.622279355,0.263131511,0.380645733,1.903228666,107.5,222.5547374,36.90765098,0,
ID120692_ID121007,374,120692,121007,1.664313257,0.125749476,0.258016531,1.290082655,177.5,228.9188055,39.95122333,0,
ID123066_ID123532,374,123066,123532,1.334337382,0.416761561,0.231027044,1.155135222,217.5,235.3467516,41.53004465,0,
ID121556_ID120692,374,121556,120692,0.540466969,0.614715407,0.147032917,0.735164586,172.5,227.9522574,39.97370608,0,
ID121275_ID119731,374,121275,119731,2.868429209,0.188594758,0.338728753,1.693643767,162.5,228.7459706,39.7011983,0,
ID121803_ID122574,374,121803,122574,2.096570507,0.470341697,0.289590781,1.447953904,202.5,233.0090216,41.84591437,0,
ID119993_ID122039,374,119993,122039,4.253787244,0.621843307,0.41249423,2.06247115,152.5,224.4116923,37.41627349,0,
ID123308_ID124332,374,123308,124332,0.066986883,0.075403295,0.051763649,0.258818243,227.5,236.6593343,43.7696719,0,
ID120501_ID120259,374,120501,120259,3.111537295,0.196504027,0.352791003,1.763955015,187.5,231.3997532,40.04462996,0,
ID122326_ID121803,374,122326,121803,1.019937413,0.056683179,0.201983902,1.009919508,197.5,232.5645,42.1044583,0,
ID117615_ID118239,374,117615,118239,6.53741657,0.314546102,0.511367444,2.55683722,122.5,226.3492122,37.39746713,0,
ID118840_ID118548,374,118840,118548,1.361995388,0.295753657,0.233409116,1.167045581,132.5,224.289975,37.34102693,0,
ID118548_ID119146,374,118548,119146,2.742695325,0.476021995,0.331221698,1.656108488,137.5,224.8595299,37.29303955,0,
ID120259_ID122326,374,120259,122326,1.149316622,0.12428778,0.214412371,1.072061855,192.5,232.1901465,41.14428934,0,
ID117925_ID117615,374,117925,117615,10.5106699,0.391075021,0.648403266,3.242016332,117.5,224.2919961,37.5453415,0,
ID119442_ID119993,374,119442,119993,0.842050166,0.195771077,0.183526583,0.917632915,147.5,223.9021344,37.15452878,0,
ID121007_ID120501,374,121007,120501,1.521977842,0.003739081,0.246736932,1.233684661,182.5,230.138899,39.62938009,0,
ID124146_ID123944,374,124146,123944,6.817192372,0.617341955,0.522195074,2.610975368,237.5,236.8446673,43.70116929,0,
ID114800_ID116662,374,114800,116662,6.230018748,NaN,0.49920011,2.49600055,97.5,222.264479,37.36022037,0,
ID119731_ID121556,374,119731,121556,2.392751879,0.465955885,0.30937045,1.546852249,167.5,228.3079971,40.1723846,0,
ID117296_ID117925,374,117296,117925,0.22103406,0.626893635,0.094028519,0.470142595,112.5,223.1465733,36.50370111,0,
ID118239_ID118840,374,118239,118840,8.063859114,0.462801839,0.567938698,2.839693489,127.5,225.6613572,36.54852963,0,
ID119146_ID119442,374,119146,119442,1.613533644,0.567713404,0.254049888,1.270249442,142.5,224.8590002,37.00124293,0,
ID123944_ID123750,374,123944,123750,7.888178018,0.144339081,0.561718008,2.808590041,242.5,239.2844168,43.01093927,0,
ID116662_ID115739,374,116662,115739,0.749803954,0.564905684,0.173182442,0.865912209,102.5,221.4417391,37.15709066,0,
ID124332_ID124146,374,124332,124146,1.352271511,0.395528925,0.232574419,1.162872096,232.5,236.2870118,44.16545046,0,
ID122824_ID123066,374,122824,123066,2.923483584,0.290633571,0.34196395,1.709819752,212.5,234.5906489,41.44016849,0,
ID123532_ID123308,374,123532,123308,3.868588975,0.106916598,0.393374578,1.966872892,222.5,235.974667,42.90261971,0,
ID122039_ID121275,374,122039,121275,10.96091999,0.02635278,0.662145603,3.310728015,157.5,226.9138676,38.3792589,0,
ID119441_ID119996,375,119441,119996,3.006560925,0.626314894,0.34678875,1.733943749,147.5,244.3661093,37.89693527,0,
ID114172_ID114794,375,114172,114794,13.22758308,0.263015848,0.363697444,3.63697444,90,251.5571674,36.77434431,0,
ID119996_ID122035,375,119996,122035,4.388706102,0.590470669,0.418984778,2.094923889,152.5,244.163326,37.74240426,0,
ID119148_ID119441,375,119148,119441,1.000060709,0.268357228,0.200006071,1.000030354,142.5,244.3577933,37.53001352,0,
ID112154_ID114479,375,112154,114479,0.518536158,0.191039651,0.14401891,0.720094548,67.5,251.3855573,34.11314232,0,
ID115740_ID117299,375,115740,117299,0.707239242,0.611487252,0.168195035,0.840975173,107.5,249.7874953,37.49708923,0,
ID117927_ID117612,375,117927,117612,1.729460797,0.457506044,0.263017931,1.315089654,117.5,250.4456288,37.07178379,0,
ID110717_ID112154,375,110717,112154,0.755633871,NaN,0.173854407,0.869272035,62.5,251.3605845,34.81929219,0,
ID122035_ID121269,375,122035,121269,1.055429815,0.022583007,0.205468228,1.027341139,157.5,243.8713367,36.21105706,0,
ID117299_ID117927,375,117299,117927,0.040165285,0.148226058,0.040082557,0.200412787,112.5,250.2654765,37.64045042,0,
