Frame,Time_s,Centroid_X_px,Centroid_Y_px,Vector_X_um,Vector_Y_um,Magnitude_um,Angle_Global_Deg,Angle_vs_Movement_Deg,Rg_Magenta_um
0,0.0,13.381577432354636,25.003339090385722,-0.24262169253896587,0.187934773740216,0.30689536469497003,142.23863523995635,138.1697245629009,1.2146156576480267
1,5.0,19.898440792246102,25.466919511167298,0.33818314832998203,0.1503481797134544,0.3700978478153147,23.96879260409774,78.57017068604313,1.3531350414503538
2,10.0,25.53085490668272,17.540939193257074,-0.0914663323508022,-0.10607682884814136,0.1400656402269496,-130.77004661986973,-165.00279550947687,1.0622055426730328
3,15.0,31.663030137733532,21.71348697668076,-0.02720287386242301,0.3609828573322895,0.36200638065393126,94.30953852760068,90.80086042845551,1.047708367050975
4,20.0,39.61745463523022,22.201209727194176,0.10495261355992834,-0.3606751371082936,0.3756349366354866,-73.77556817326868,-46.19001958076757,1.1013057014527063
5,25.0,41.54925413250907,21.191909689557853,0.48374298285481815,-0.1287067896103548,0.5005723835301753,-14.899196301120542,22.505573611117995,1.126409397808463
6,30.0,46.410578386605785,17.474505327245055,0.4470663907637124,0.11832829543908026,0.4624607477959732,14.824945978385246,23.97662070573358,1.1645084480533785
7,35.0,55.492574913815965,16.011402810925482,-0.19369728549046586,0.07477165911847866,0.2076281277036062,158.89225144754974,109.37287914535091,1.0818655161129016
8,40.0,57.62608806963646,18.511136712749618,0.10722542358863432,-0.1740925311052938,0.20446393532946036,-58.37064686998822,-91.69720404082307,1.0969524377754385
9,45.0,64.58271446862996,23.0854033290653,0.059070006183138804,0.16344613988808224,0.17379271064918286,70.12996718257062,76.50612929175139,1.0916823835267644
10,50.0,80.33940940576012,21.324644549763033,0.14259151510006912,0.2641532124685863,0.3001820444930165,61.639555923183416,13.425704950931333,0.9356811851202849
11,55.0,84.28803522623747,25.743091406012756,-0.04096122132926485,0.17928650051449302,0.1839061470411425,102.86936755802287,107.95981978939818,1.0325593871871241
12,60.0,88.44994000799893,25.37235035328623,0.3308982721841394,0.2492169591678853,0.41424963400265813,36.98533364519266,38.28164300811903,1.0705367675138344
13,65.0,95.36183819155265,25.21594289113623,0.1767093815772177,0.37628792914505743,0.4157148195069289,64.84467988793936,14.35969990571968,1.0294205101690124
14,70.0,97.98226584022038,28.393078512396695,0.41594245101977073,0.01594088900789952,0.41624780420165164,2.1947720975159695,,0.9656910330214499
